LOCATION,YEAR,BRAND,MODEL,VARIANT,KM_DRIVEN,FUEL,NO_OF_OWNERS,PRICE
Gurgaon,2015,Volkswagen,Polo COMFORTLINE 1.2L DIESEL,Manual,"69,423 km",Diesel,1st Owner,"₹4,90,000"
Gurgaon,2015,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"72,351 km",Petrol,1st Owner,"₹4,15,000"
Gurgaon,2012,Maruti,Swift LXI,Manual,"77,438 km",Petrol,2nd Owner,"₹3,35,000"
Gurgaon,2013,Maruti,Alto 800 LXI,Manual,"82,016 km",Petrol,1st Owner,"₹1,95,000"
Gurgaon,2015,Hyundai,Eon ERA PLUS,Manual,"75,685 km",Petrol,1st Owner,"₹2,85,000"
Gurgaon,2020,Maruti,S PRESSO VXI PLUS AGS,Automatic,"14,329 km",Petrol,1st Owner,"₹4,60,000"
Gurgaon,2021,Maruti,Swift ZXI AMT,Automatic,"6,050 km",Petrol,1st Owner,"₹7,60,000"
Gurgaon,2015,Hyundai,i20 Active 1.2 SX,Manual,"51,664 km",Petrol,1st Owner,"₹5,95,000"
Gurgaon,2012,Hyundai,i10 ASTA 1.2 AT KAPPA2 WITH SUNROOF,Automatic,"47,650 km",Petrol + CNG,1st Owner,"₹3,25,000"
Gurgaon,2012,Maruti,Alto K10 LXI,Manual,"50,067 km",Petrol,1st Owner,"₹1,88,000"
Gurgaon,2010,Maruti,Zen Estilo LXI,Manual,"48,459 km",Petrol + CNG,1st Owner,"₹1,40,000"
Gurgaon,2016,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"36,143 km",Petrol,1st Owner,"₹3,85,000"
Gurgaon,2013,Maruti,Alto 800 LXI,Manual,"53,237 km",Petrol,1st Owner,"₹1,86,000"
Gurgaon,2017,Chevrolet,Beat PS PETROL,Manual,"1,05,593 km",Petrol + CNG,1st Owner,"₹2,20,000"
Gurgaon,2016,Maruti,Wagon R 1.0 LXI,Manual,"75,211 km",Petrol + CNG,2nd Owner,"₹2,70,000"
Gurgaon,2016,Maruti,Wagon R 1.0 LXI CNG,Manual,"67,314 km",Petrol + CNG,2nd Owner,"₹2,89,000"
Gurgaon,2016,Renault,Kwid RXT,Manual,"49,781 km",Petrol,1st Owner,"₹2,60,000"
Gurgaon,2009,Hyundai,i10 MAGNA 1.2,Manual,"86,423 km",Petrol,1st Owner,"₹1,63,000"
Gurgaon,2018,Toyota,Corolla Altis GL,Manual,"20,378 km",Petrol,1st Owner,"₹13,31,000"
Gurgaon,2015,Toyota,Corolla Altis D 4D J,Manual,"83,358 km",Diesel,1st Owner,"₹7,21,000"
Gurgaon,2012,BMW,3 Series 320D SPORTLINE,Automatic,"58,537 km",Diesel,1st Owner,"₹8,95,000"
Gurgaon,2015,Mercedes,Benz E Class E 250 CDI AVANTGARDE,Manual,"66,910 km",Diesel,1st Owner,"₹19,95,000"
Gurgaon,2013,Mercedes,Benz C Class C 220 CDI CLASSIC,Manual,"79,139 km",Diesel,2nd Owner,"₹8,46,000"
Gurgaon,2009,Toyota,Corolla Altis G,Manual,"1,45,640 km",Petrol,2nd Owner,"₹1,86,971"
Gurgaon,2013,Hyundai,New Elantra BASE 1.6,Manual,"59,131 km",Diesel,2nd Owner,"₹4,75,000"
Gurgaon,2010,Skoda,Superb ELEGANCE 1.8 TSI AT,Automatic,"50,228 km",Petrol,2nd Owner,"₹3,80,000"
Gurgaon,2014,BMW,3 Series 320D LUXURYLINE,Automatic,"96,334 km",Diesel,2nd Owner,"₹16,30,000"
Gurgaon,2018,Mercedes,Benz GLA Class 200 CDI SPORT,Manual,"48,809 km",Diesel,1st Owner,"₹26,50,000"
Gurgaon,2014,Audi,A6 35 TDI PEMIUM,,"65,508 km",Diesel,2nd Owner,"₹16,00,000"
Gurgaon,2017,Toyota,Corolla Altis VL AT,Automatic,"49,286 km",Petrol,1st Owner,"₹14,75,000"
Gurgaon,2011,Mercedes,Benz C Class 200 CGI AVANTGARDE,Manual,"51,865 km",Petrol,1st Owner,"₹9,18,000"
Gurgaon,2015,BMW,5 Series 520D PRESTIGE,Automatic,"69,666 km",Diesel,1st Owner,"₹14,94,000"
Gurgaon,2010,Toyota,Corolla Altis G,Manual,"1,14,876 km",Petrol,2nd Owner,"₹2,80,299"
Gurgaon,2016,Mercedes,Benz CLA Class CLA 200 CDI SPORT,Automatic,"19,492 km",Diesel,2nd Owner,"₹21,85,299"
Gurgaon,2009,Toyota,Corolla Altis 1.8 G,,"99,868 km",Petrol,3rd Owner,"₹2,55,999"
Gurgaon,2013,Mercedes,Benz E Class E 220 CDI ELEGANCE,Manual,"67,380 km",Diesel,1st Owner,"₹13,70,099"
Gurgaon,2009,Toyota,Corolla Altis G,Manual,"1,67,705 km",Petrol,1st Owner,"₹2,19,099"
Gurgaon,2012,Chevrolet,Cruze LTZ AT,Automatic,"58,147 km",Diesel,2nd Owner,"₹2,79,999"
Gurgaon,2012,Skoda,Laura AMBITION 2.0 TDI CR MT,Manual,"1,09,457 km",Diesel,2nd Owner,"₹2,75,799"
Gurgaon,2010,Skoda,Superb ELEGANCE 1.8 TSI AT,Automatic,"85,270 km",Petrol,2nd Owner,"₹3,38,799"
Gurgaon,2014,BMW,3 Series 320D LUXURYLINE,Automatic,"62,225 km",Diesel,2nd Owner,"₹15,67,799"
Gurgaon,2012,Mercedes,Benz E Class E 220 CDI ELEGANCE,Manual,"1,52,276 km",Diesel,2nd Owner,"₹8,24,299"
Gurgaon,2012,Toyota,Corolla Altis D 4D G,Manual,"1,18,793 km",Diesel,1st Owner,"₹5,48,999"
Gurgaon,2013,BMW,X3 XDRIVE 20D,Automatic,"69,697 km",Diesel,2nd Owner,"₹12,52,699"
Gurgaon,2013,Audi,A6 2.0 TDI PREMIUM PLUS,Automatic,"1,07,465 km",Diesel,2nd Owner,"₹13,16,199"
Gurgaon,2015,Toyota,Corolla Altis D 4D JS,Manual,"75,850 km",Diesel,1st Owner,"₹6,73,499"
Gurgaon,2010,Toyota,Corolla Altis 1.8 G,Manual,"1,44,202 km",Petrol,2nd Owner,"₹2,67,899"
Gurgaon,2012,Audi,TT 2.0 TFSI,Automatic,"71,574 km",Petrol,1st Owner,"₹18,00,699"
Gurgaon,2012,Toyota,Corolla Altis D 4D G,Manual,"1,23,536 km",Diesel,2nd Owner,"₹4,27,199"
Gurgaon,2012,Mercedes,Benz C Class C 220 CDI AVANTGARDE,Automatic,"23,771 km",Diesel,1st Owner,"₹11,55,699"
Gurgaon,2015,Toyota,Corolla Altis D 4D G,Manual,"62,209 km",Diesel,1st Owner,"₹7,67,499"
Gurgaon,2018,Toyota,Corolla Altis VL AT,Automatic,"52,819 km",Petrol,1st Owner,"₹14,94,199"
Gurgaon,2012,Toyota,Corolla Altis D 4D J,Manual,"89,795 km",Diesel,1st Owner,"₹4,14,999"
Gurgaon,2008,Toyota,Corolla Altis VL AT,Automatic,"1,09,639 km",Petrol + CNG,4th Owner,"₹3,45,599"
Gurgaon,2012,Toyota,Corolla Altis D 4D J,Manual,"1,05,865 km",Diesel,1st Owner,"₹3,46,199"
Gurgaon,2015,Toyota,Corolla Altis VL AT,Automatic,"92,045 km",Petrol,1st Owner,"₹10,12,099"
Gurgaon,2012,BMW,3 Series 320D LUXURYLINE,Automatic,"83,797 km",Diesel,2nd Owner,"₹10,46,999"
Gurgaon,2013,Mercedes,Benz E Class E 220 CDI AVANTGARDE,Manual,"1,22,786 km",Diesel,3rd Owner,"₹10,13,299"
Gurgaon,2012,Audi,TT 2.0 TFSI,Automatic,"71,574 km",Petrol,1st Owner,"₹18,00,699"
Gurgaon,2012,Toyota,Corolla Altis D 4D G,Manual,"1,23,536 km",Diesel,2nd Owner,"₹4,27,199"
Gurgaon,2013,Toyota,Corolla Altis D 4D JS,Manual,"92,260 km",Diesel,1st Owner,"₹5,07,099"
Gurgaon,2015,Toyota,Corolla Altis GL,Manual,"79,084 km",Petrol,2nd Owner,"₹8,97,499"
Gurgaon,2014,Toyota,Corolla Altis D 4D J,Manual,"1,03,033 km",Diesel,1st Owner,"₹7,55,199"
Gurgaon,2014,Audi,A6 2.0 TDI PREMIUM,Automatic,"39,698 km",Diesel,2nd Owner,"₹18,53,599"
Gurgaon,2012,Audi,A4 2.0 TDI PREMIUM PLUS,Automatic,"45,643 km",Diesel,1st Owner,"₹11,92,099"
Gurgaon,2012,Skoda,Superb ELEGANCE TDI 2.0 AT,,"1,19,652 km",Diesel,2nd Owner,"₹3,97,099"
Gurgaon,2016,Toyota,Corolla Altis VL AT,Automatic,"1,35,670 km",Petrol,1st Owner,"₹9,98,199"
Gurgaon,2015,Toyota,Camry HYBRID AT,Automatic,"1,51,788 km",Petrol,1st Owner,"₹13,74,799"
Gurgaon,2012,Mercedes,Benz C Class C 220 CDI AVANTGARDE,Automatic,"23,771 km",Diesel,1st Owner,"₹11,55,699"
Gurgaon,2015,Toyota,Corolla Altis D 4D G,Manual,"62,209 km",Diesel,1st Owner,"₹7,67,499"
Gurgaon,2018,Toyota,Corolla Altis VL AT,Automatic,"52,819 km",Petrol,1st Owner,"₹14,94,199"
Gurgaon,2012,Toyota,Corolla Altis D 4D J,Manual,"89,795 km",Diesel,1st Owner,"₹4,14,999"
Gurgaon,2008,Toyota,Corolla Altis VL AT,Automatic,"1,09,639 km",Petrol + CNG,4th Owner,"₹3,45,599"
Gurgaon,2012,Toyota,Corolla Altis D 4D J,Manual,"1,05,865 km",Diesel,1st Owner,"₹3,46,199"
Gurgaon,2015,Toyota,Corolla Altis VL AT,Automatic,"92,045 km",Petrol,1st Owner,"₹10,12,099"
Gurgaon,2012,BMW,3 Series 320D LUXURYLINE,Automatic,"83,797 km",Diesel,2nd Owner,"₹10,46,999"
Gurgaon,2013,Mercedes,Benz E Class E 220 CDI AVANTGARDE,Manual,"1,22,786 km",Diesel,3rd Owner,"₹10,13,299"
Gurgaon,2014,Hyundai,New Elantra 1.6 SX AT,,"1,15,879 km",Diesel,1st Owner,"₹5,54,699"
Gurgaon,2013,Toyota,Corolla Altis D 4D G,Manual,"1,29,508 km",Diesel,1st Owner,"₹4,34,299"
Gurgaon,2017,Mahindra,XUV500 W10 FWD,Manual,"81,240 km",Diesel,2nd Owner,"₹10,07,229"
Gurgaon,2013,Ssangyong,Rexton RX7,Manual,"1,15,610 km",Diesel,1st Owner,"₹6,50,000"
Gurgaon,2014,Force,Motors Force One SX ABS 7 STR,Manual,"39,357 km",Diesel,1st Owner,"₹4,30,000"
Gurgaon,2015,Mahindra,XUV500 W10 FWD,,"73,529 km",Diesel,2nd Owner,"₹8,35,000"
Gurgaon,2016,Ford,Endeavour 3.2l 4X4 AT Titanium,Automatic,"1,08,298 km",Diesel,1st Owner,"₹24,05,000"
Gurgaon,2015,Mahindra,XUV500 W10,Manual,"1,42,183 km",Diesel,1st Owner,"₹8,51,000"
Gurgaon,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"1,47,459 km",Diesel,1st Owner,"₹11,60,000"
Gurgaon,2013,BMW,X1 SDRIVE 20D,Automatic,"94,077 km",Diesel,2nd Owner,"₹7,00,000"
Gurgaon,2007,Honda,CRV 2.4 MT,Manual,"86,042 km",Petrol,1st Owner,"₹2,71,000"
Gurgaon,2015,Mahindra,XUV500 W10,Manual,"40,188 km",Diesel,1st Owner,"₹9,94,000"
Gurgaon,2015,Audi,Q3 35 TDI Quattro,Automatic,"80,076 km",Diesel,1st Owner,"₹16,25,000"
Gurgaon,2016,Honda,CRV 2.0 2WD AT,Automatic,"1,17,885 km",Petrol,2nd Owner,"₹12,50,000"
Gurgaon,2014,Mercedes,Benz Ml Class 250 CDI,Manual,"96,351 km",Diesel,2nd Owner,"₹19,98,000"
Gurgaon,2013,Ford,Endeavour 2.5L 4X2,Manual,"83,561 km",Diesel,2nd Owner,"₹6,50,000"
Gurgaon,2016,BMW,X1 SDRIVE 20D,Automatic,"25,485 km",Diesel,2nd Owner,"₹17,29,099"
Gurgaon,2018,Toyota,Fortuner 2.8 4x2 AT,Automatic,"36,813 km",Diesel,1st Owner,"₹29,00,299"
Gurgaon,2018,Toyota,Fortuner 2.8 4x2 AT,Automatic,"25,870 km",Diesel,4th Owner,"₹26,46,899"
Gurgaon,2015,Mahindra,XUV500 W10,Manual,"55,923 km",Diesel,2nd Owner,"₹9,22,399"
Gurgaon,2015,Mahindra,XUV500 W10,Manual,"82,882 km",Diesel,1st Owner,"₹9,20,999"
Gurgaon,2015,Mahindra,XUV500 W8 FWD,Manual,"84,778 km",Diesel,2nd Owner,"₹7,08,499"
Gurgaon,2015,Audi,Q3 35 TDI Quattro,Automatic,"87,872 km",Diesel,1st Owner,"₹18,18,999"
Gurgaon,2013,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,32,477 km",Diesel,2nd Owner,"₹11,53,099"
Gurgaon,2015,Mahindra,XUV500 W10,Manual,"1,47,798 km",Diesel,1st Owner,"₹8,57,599"
Gurgaon,2012,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,54,591 km",Diesel,2nd Owner,"₹12,10,799"
Gurgaon,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"1,94,439 km",Diesel,1st Owner,"₹11,35,499"
Gurgaon,2014,Mercedes,Benz Ml Class 250 CDI,Manual,"61,098 km",Diesel,3rd Owner,"₹20,62,699"
Gurgaon,2014,Audi,Q3 2.0 TDI QUATTRO MT,,"66,027 km",Diesel,1st Owner,"₹11,68,599"
Gurgaon,2012,Toyota,Fortuner 3.0 AT 4X2,Automatic,"84,760 km",Diesel,1st Owner,"₹11,24,399"
Gurgaon,2017,Mahindra,XUV500 W10 FWD,Manual,"38,495 km",Diesel,1st Owner,"₹11,62,099"
Gurgaon,2013,Hyundai,Santa Fe 4WD AT,Automatic,"95,114 km",Diesel,2nd Owner,"₹6,44,099"
Gurgaon,2015,Audi,Q3 30 TDI Premium,Manual,"69,074 km",Diesel,1st Owner,"₹15,57,399"
Gurgaon,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"2,05,697 km",Diesel,1st Owner,"₹12,13,599"
Gurgaon,2014,Ssangyong,Rexton RX7,Manual,"1,08,958 km",Diesel,2nd Owner,"₹8,98,899"
Gurgaon,2013,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,32,278 km",Diesel,2nd Owner,"₹13,23,399"
Gurgaon,2012,Mitsubishi,Pajero Sport 2.5 MT 4X4,Automatic,"1,40,976 km",Diesel,1st Owner,"₹6,17,199"
Gurgaon,2013,Ssangyong,Rexton RX7,Manual,"75,753 km",Diesel,1st Owner,"₹6,12,799"
Gurgaon,2018,Hyundai,Tucson New 2WD AT GL DIESEL,Automatic,"58,368 km",Diesel,1st Owner,"₹17,54,099"
Gurgaon,2015,Toyota,Fortuner 3.0 AT 4X2,Automatic,"89,661 km",Diesel,1st Owner,"₹16,23,099"
Gurgaon,2011,Honda,CRV 2.4 AT,Automatic,"71,014 km",Petrol,2nd Owner,"₹5,41,299"
Gurgaon,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"76,953 km",Diesel,1st Owner,"₹13,06,299"
Gurgaon,2014,Mahindra,XUV500 W6 4X2,Manual,"1,66,731 km",Diesel,1st Owner,"₹4,62,099"
Gurgaon,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"1,35,448 km",Diesel,2nd Owner,"₹10,92,699"
Gurgaon,2013,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,54,297 km",Diesel,1st Owner,"₹13,26,199"
Gurgaon,2015,Mahindra,XUV500 W10,Manual,"1,14,350 km",Diesel,2nd Owner,"₹8,50,399"
Gurgaon,2013,Audi,Q3 2.0 TDI QUATTRO,Automatic,"1,14,155 km",Diesel,2nd Owner,"₹10,77,899"
Gurgaon,2012,Toyota,Fortuner 3.0 MT 4X2,Manual,"1,45,197 km",Diesel,1st Owner,"₹11,36,799"
Gurgaon,2014,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,11,327 km",Diesel,2nd Owner,"₹12,72,999"
Gurgaon,2014,Mahindra,XUV500 W8 FWD,Manual,"89,151 km",Diesel,1st Owner,"₹5,17,999"
Gurgaon,2013,Mahindra,XUV500 W8 FWD,Manual,"80,382 km",Diesel,2nd Owner,"₹5,21,399"
Gurgaon,2016,Mahindra,XUV500 W10 AT FWD,,"1,04,467 km",Diesel,1st Owner,"₹9,82,499"
Gurgaon,2013,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,18,324 km",Diesel,3rd Owner,"₹9,77,999"
Gurgaon,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"66,958 km",Diesel,1st Owner,"₹10,73,899"
Gurgaon,2014,ISUZU,MU-7 High 4x2 MT,Manual,"92,819 km",Diesel,2nd Owner,"₹6,38,799"
Gurgaon,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"96,301 km",Diesel,2nd Owner,"₹11,42,299"
Gurgaon,2017,Hyundai,Tucson New 2WD AT GL PETROL,Automatic,"49,755 km",Petrol,1st Owner,"₹13,37,799"
Gurgaon,2016,Mahindra,XUV500 W10 FWD,Manual,"1,05,473 km",Diesel,1st Owner,"₹9,98,999"
Gurgaon,2015,Mahindra,XUV500 W10,Manual,"92,400 km",Diesel,2nd Owner,"₹8,76,699"
Gurgaon,2017,Mahindra,XUV500 W6 4X2,Manual,"1,93,599 km",Diesel,1st Owner,"₹7,95,399"
Gurgaon,2015,Mahindra,XUV500 W8 FWD,Manual,"1,26,753 km",Diesel,1st Owner,"₹6,51,499"
Gurgaon,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"1,38,612 km",Diesel,2nd Owner,"₹10,22,899"
Gurgaon,2013,Hyundai,Santa Fe 4WD AT,Automatic,"95,114 km",Diesel,2nd Owner,"₹6,44,099"
Gurgaon,2015,Audi,Q3 30 TDI Premium,Manual,"69,074 km",Diesel,1st Owner,"₹15,57,399"
Gurgaon,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"2,05,697 km",Diesel,1st Owner,"₹12,13,599"
Gurgaon,2014,Ssangyong,Rexton RX7,Manual,"1,08,958 km",Diesel,2nd Owner,"₹8,98,899"
Gurgaon,2013,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,32,278 km",Diesel,2nd Owner,"₹13,23,399"
Gurgaon,2012,Mitsubishi,Pajero Sport 2.5 MT 4X4,Automatic,"1,40,976 km",Diesel,1st Owner,"₹6,17,199"
Gurgaon,2013,Ssangyong,Rexton RX7,Manual,"75,753 km",Diesel,1st Owner,"₹6,12,799"
Gurgaon,2018,Hyundai,Tucson New 2WD AT GL DIESEL,Automatic,"58,368 km",Diesel,1st Owner,"₹17,54,099"
Gurgaon,2015,Toyota,Fortuner 3.0 AT 4X2,Automatic,"89,661 km",Diesel,1st Owner,"₹16,23,099"
Gurgaon,2017,Toyota,Fortuner 2.8 4x4 AT,Automatic,"21,670 km",Diesel,1st Owner,"₹29,50,099"
Gurgaon,2014,Mahindra,XUV500 W8 FWD,Manual,"60,070 km",Diesel,1st Owner,"₹7,96,999"
Gurgaon,2017,Jeep,Compass LIMITED (O) 2.0,Manual,"1,21,714 km",Diesel,1st Owner,"₹13,05,599"
Gurgaon,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"1,00,124 km",Diesel,1st Owner,"₹12,64,299"
Gurgaon,2012,Toyota,Fortuner 3.0 MT 4X2,Manual,"1,76,354 km",Diesel,1st Owner,"₹11,43,699"
Gurgaon,2016,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,96,574 km",Diesel,1st Owner,"₹19,86,999"
Gurgaon,2014,Landrover,Freelander 2 TD4 SE,Automatic,"92,062 km",Diesel,3rd Owner,"₹13,87,799"
Gurgaon,2014,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,88,693 km",Diesel,1st Owner,"₹15,04,699"
Gurgaon,2017,Jeep,Compass 2.0 LONGITUDE,Manual,"56,955 km",Diesel,1st Owner,"₹11,37,499"
Gurgaon,2018,Mahindra,XUV500 W7 FWD,,"20,741 km",Diesel,1st Owner,"₹11,48,999"
Gurgaon,2012,Skoda,Yeti AMBITION 2.0 TDI 4X2,Manual,"1,08,981 km",Diesel,2nd Owner,"₹3,66,499"
Gurgaon,2012,Mahindra,XUV500 W8 FWD,Manual,"95,203 km",Diesel,2nd Owner,"₹3,71,299"
Gurgaon,2014,Maruti,Swift Dzire ZXI 1.2 BS IV,Manual,"52,149 km",Petrol,1st Owner,"₹4,10,000"
Gurgaon,2009,Maruti,Swift Dzire VXI,Manual,"44,248 km",Petrol,1st Owner,"₹2,07,000"
Gurgaon,2010,Maruti,Swift Dzire LXI 1.2 BS IV,Manual,"50,475 km",Petrol,1st Owner,"₹2,49,000"
Gurgaon,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"56,930 km",Petrol,1st Owner,"₹4,09,000"
Gurgaon,2014,Honda,City S MT DIESEL,Manual,"68,242 km",Diesel,1st Owner,"₹5,10,000"
Gurgaon,2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"34,101 km",Petrol,2nd Owner,"₹5,75,000"
Gurgaon,2010,Honda,City V MT PETROL,Manual,"90,470 km",Petrol,2nd Owner,"₹2,60,000"
Gurgaon,2018,Maruti,Ciaz ZETA 1.4 VVT,Manual,"9,718 km",Petrol,1st Owner,"₹8,50,000"
Gurgaon,2015,Maruti,Swift Dzire VDI BS IV,Manual,"69,968 km",Diesel,1st Owner,"₹4,58,000"
Gurgaon,2017,Maruti,Swift Dzire VDI BS IV,Manual,"21,346 km",Diesel,1st Owner,"₹6,25,000"
Gurgaon,2011,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"59,481 km",Petrol,1st Owner,"₹2,75,000"
Gurgaon,2017,Honda,City VX CVT PETROL,Automatic,"43,325 km",Petrol,2nd Owner,"₹8,50,000"
Gurgaon,2015,Maruti,Swift Dzire VDI BS IV,Manual,"80,515 km",Diesel,1st Owner,"₹4,05,000"
Gurgaon,2013,Maruti,Swift Dzire VDI,Manual,"78,182 km",Diesel,1st Owner,"₹3,40,000"
Gurgaon,2012,Nissan,Sunny XL PETROL,Manual,"83,029 km",Petrol,1st Owner,"₹2,79,942"
Gurgaon,2013,Hyundai,Verna FLUIDIC 1.6 SX CRDI,Manual,"92,768 km",Diesel,1st Owner,"₹4,17,000"
Gurgaon,2018,Honda,City VX MT PETROL,Manual,"48,815 km",Petrol,1st Owner,"₹8,76,000"
Gurgaon,2012,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"86,392 km",Petrol,1st Owner,"₹4,25,000"
Gurgaon,2014,Honda,City SV MT DIESEL,Manual,"85,140 km",Diesel,1st Owner,"₹4,93,000"
Gurgaon,2018,Hyundai,Verna 1.6 CRDI SX + AT,Automatic,"34,867 km",Diesel,1st Owner,"₹10,25,000"
Gurgaon,2013,Volkswagen,Vento COMFORTLINE DIESEL,Manual,"95,569 km",Diesel,1st Owner,"₹2,87,000"
Gurgaon,2017,Maruti,Dzire VXI,Manual,"77,926 km",Petrol,1st Owner,"₹6,00,000"
Gurgaon,2021,Honda,Amaze 1.2 SMT I VTEC,Manual,"6,462 km",Petrol,1st Owner,"₹7,50,000"
Gurgaon,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"34,878 km",Petrol,1st Owner,"₹3,64,000"
Gurgaon,2014,Skoda,Rapid ELEGANCE 1.6 MPFI AT,Automatic,"64,504 km",Petrol,2nd Owner,"₹4,65,000"
Gurgaon,2012,Honda,City V MT PETROL,Manual,"55,376 km",Petrol,2nd Owner,"₹3,57,000"
Gurgaon,2012,Maruti,Swift Dzire LXI 1.2 BS IV,Manual,"20,875 km",Petrol,1st Owner,"₹3,65,000"
Gurgaon,2013,Hyundai,Verna FLUIDIC 1.6 SX CRDI,Manual,"48,260 km",Diesel,1st Owner,"₹4,30,000"
Gurgaon,2015,Maruti,Swift Dzire VXI REGALIA,,"57,447 km",Petrol,1st Owner,"₹4,14,000"
Gurgaon,2014,Hyundai,Verna FLUIDIC 1.6 SX VTVT OPT AT,Automatic,"55,392 km",Petrol,1st Owner,"₹5,15,000"
Gurgaon,2016,Honda,Amaze 1.2 SMT I VTEC,Manual,"33,082 km",Petrol,1st Owner,"₹4,72,000"
Gurgaon,2015,Honda,Amaze 1.5 SMT I DTEC,Manual,"70,311 km",Diesel,1st Owner,"₹3,70,000"
Gurgaon,2016,Volkswagen,Ameo COMFORTLINE 1.2,Manual,"50,642 km",Petrol,1st Owner,"₹4,22,000"
Gurgaon,2018,Honda,Amaze 1.2 S (O) MT I VTEC,Manual,"23,617 km",Petrol,1st Owner,"₹5,21,000"
Gurgaon,2020,Honda,City ZX CVT,Automatic,"21,158 km",Petrol,1st Owner,"₹13,77,000"
Gurgaon,2018,Maruti,Dzire VXI,Manual,"32,217 km",Petrol,1st Owner,"₹6,12,000"
Gurgaon,2016,Maruti,Ciaz SHVS VDI,,"42,165 km",Diesel,1st Owner,"₹6,25,000"
Gurgaon,2018,Hyundai,Verna 1.6 CRDI SX,Manual,"54,858 km",Diesel,1st Owner,"₹8,50,000"
Gurgaon,2014,Hyundai,Verna FLUIDIC 1.4 CRDI,Manual,"56,811 km",Diesel,1st Owner,"₹5,35,000"
Gurgaon,2014,Honda,City SV MT DIESEL,Manual,"79,358 km",Diesel,1st Owner,"₹4,92,000"
Gurgaon,2011,Volkswagen,Vento ALL STAR 1.6 MPI,Manual,"45,868 km",Petrol,1st Owner,"₹2,65,000"
Gurgaon,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"69,553 km",Petrol,3rd Owner,"₹3,25,000"
Gurgaon,2010,Maruti,SX4 ZXI,Manual,"34,873 km",Petrol,1st Owner,"₹2,54,000"
Gurgaon,2019,Maruti,Swift Dzire TOUR S CNG,Manual,"43,018 km",Petrol + CNG,1st Owner,"₹4,94,000"
Gurgaon,2016,Maruti,Ciaz VDI (O) SHVS HYBIRD,,"51,094 km",Diesel,1st Owner,"₹5,30,000"
Gurgaon,2013,Honda,Amaze 1.5 SMT I DTEC,Manual,"80,246 km",Diesel,1st Owner,"₹2,87,628"
Gurgaon,2011,Honda,City S MT PETROL,Manual,"1,34,123 km",Petrol,2nd Owner,"₹3,25,000"
Gurgaon,2011,Honda,City V AT,Automatic,"75,703 km",Petrol,2nd Owner,"₹3,30,000"
Gurgaon,2013,Skoda,Rapid AMBITION 1.6 MPFI MT,Manual,"73,165 km",Petrol,3rd Owner,"₹2,82,000"
Gurgaon,2014,Maruti,Swift Dzire LDI BS IV,Manual,"62,386 km",Diesel,1st Owner,"₹3,33,000"
Gurgaon,2013,Honda,Amaze 1.5 SMT I DTEC,Manual,"75,191 km",Diesel,2nd Owner,"₹3,08,000"
Gurgaon,2011,Fiat,Linea T JET,Manual,"63,453 km",Petrol,1st Owner,"₹2,18,000"
Gurgaon,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"53,284 km",Petrol,1st Owner,"₹4,65,000"
Gurgaon,2015,Honda,City E MT DIESEL,Manual,"91,797 km",Diesel,1st Owner,"₹4,33,000"
Gurgaon,2016,Hyundai,Verna FLUIDIC 1.6 CRDI SX OPT AT,Automatic,"38,249 km",Diesel,1st Owner,"₹7,75,000"
Gurgaon,2015,Honda,City S MT PETROL,Manual,"92,821 km",Petrol,2nd Owner,"₹4,80,000"
Gurgaon,2014,Hyundai,Xcent S 1.1 CRDI,Manual,"94,768 km",Diesel,1st Owner,"₹3,00,000"
Gurgaon,2013,Hyundai,Verna FLUIDIC 1.6 EX VTVT,Manual,"59,282 km",Petrol,2nd Owner,"₹3,80,000"
Gurgaon,2017,Mahindra,XUV500 W10 FWD,Manual,"81,240 km",Diesel,2nd Owner,"₹10,07,229"
Gurgaon,2013,Ssangyong,Rexton RX7,Manual,"1,15,610 km",Diesel,1st Owner,"₹6,50,000"
